gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSG00000005102	27.90114	-0.06671301	0.22383914	0.238139	0.6405047
ENSG00000005108	19.33749	0.04044268	0.22121795	0.3997219	0.7856126
ENSG00000005156	4278.556	0.08815511	0.10869029	0.1500163	0.5242941
ENSG00000005175	4160.544	-0.01111518	0.07626608	0.8250259	0.9588893
ENSG00000005187	51.91927	-0.0589846	0.17963407	0.3056943	0.7090578
ENSG00000005189	412.3884	0.2917133	0.19938546	0.004253729	0.05875601
ENSG00000005194	1357.09	-0.3051237	0.14996823	0.001053781	0.02103521
ENSG00000005206	315.6266	0.002131867	0.11802234	0.9683227	0.9924917
ENSG00000005238	505.0984	-0.2399179	0.20181915	0.01126654	0.1162245
ENSG00000005243	396.9819	0.1856561	0.17301191	0.02446574	0.195226
ENSG00000005249	2572.715	0.04708819	0.08205784	0.372755	0.7680465
ENSG00000005302	1531.474	0.1138056	0.10284207	0.06904453	0.3538886
ENSG00000005339	16749.66	0.1011545	0.08477794	0.07373288	0.3660088
ENSG00000005379	16.4937	-0.01614389	0.21049641	0.711552	0.9270863
ENSG00000005381	0.7871374	-0.008303504	0.26541579	0.6386424	NA
ENSG00000005421	0.3861079	-0.008509489	0.26770415	0.5933854	NA
ENSG00000005436	1628.049	-0.04364341	0.09871678	0.4337448	0.8061947
ENSG00000005448	1621.96	-0.02142371	0.08418172	0.682348	0.9162474
ENSG00000005469	659.7232	0.1225479	0.14590578	0.07934473	0.3779524
ENSG00000005471	223.8597	-0.1190984	0.1650689	0.09141328	0.408256
ENSG00000005483	6353.789	-0.2201268	0.11130475	0.003099083	0.046658
ENSG00000005486	2602.499	0.003087452	0.08977918	0.9535119	0.9901183
ENSG00000005513	53.4278	0.02118046	0.15776221	0.6825067	0.9162515
ENSG00000005700	4638.259	-0.04036131	0.07627557	0.428185	0.8026782
ENSG00000005801	2206.241	0.09092184	0.09603504	0.1237248	0.4772957
ENSG00000005810	5955.18	0.05712912	0.07771596	0.2719369	0.6753923
ENSG00000005812	2330.85	0.04919718	0.0881199	0.3656447	0.7623587
ENSG00000005844	6.78147	0.0009145179	0.23625965	0.9783781	NA
ENSG00000005882	1417.49	-0.02303042	0.10104444	0.6730378	0.913461
ENSG00000005884	21388.15	0.05369376	0.10498216	0.3484098	0.7479776
ENSG00000005889	2832.256	-0.06156924	0.08684392	0.26122	0.6661644
ENSG00000005893	9638.944	-0.07539713	0.07919071	0.1571313	0.5363875
ENSG00000005961	24.38963	-0.03328976	0.19726682	0.5031189	0.8422804
ENSG00000005981	3.184987	0.0003136495	0.24266279	0.9918749	NA
ENSG00000006007	4169.976	-0.1417053	0.09689841	0.02527144	0.1992797
ENSG00000006015	129.5027	0.01465807	0.12732944	0.7842381	0.9466005
ENSG00000006016	320.3556	0.0214474	0.12416655	0.6925038	0.9198453
ENSG00000006025	299.867	0.01720889	0.1159161	0.7513746	0.9402578
ENSG00000006042	3945.326	-0.01341457	0.07125135	0.7835151	0.9463943
ENSG00000006047	136.2533	0.002943123	0.1307028	0.9555659	0.9906566
ENSG00000006062	388.0132	-0.001683613	0.11088396	0.9751158	0.9942863
ENSG00000006071	216.0856	0.01084842	0.13350435	0.8374064	0.9617678
ENSG00000006118	691.3976	0.006491192	0.10773445	0.904474	0.9789083
ENSG00000006125	20449.83	0.02613283	0.07030335	0.5914895	0.8839097
ENSG00000006128	0.3861079	-0.008509489	0.26770415	0.5933854	NA
ENSG00000006194	1196.825	0.1108816	0.10478616	0.07729303	0.373926
ENSG00000006210	1016.395	0.2870354	0.18496456	0.00366741	0.05295989
ENSG00000006282	2180.856	-0.06169391	0.09811775	0.2800397	0.6839171
ENSG00000006283	613.9581	-1.024295	0.20570547	1.959879e-08	1.818612e-06
ENSG00000006327	3488.36	0.06583677	0.10492103	0.259943	0.6644971
ENSG00000006377	0.1679628	-0.004110174	0.26642268	0.7914514	NA
ENSG00000006432	4552.534	0.02609905	0.07802808	0.6089888	0.893743
ENSG00000006451	3870.453	0.09106738	0.09476019	0.1212453	0.4725557
ENSG00000006453	1988.465	0.1985804	0.12844723	0.009758114	0.1052371
ENSG00000006459	250.4539	-0.006216063	0.11770587	0.9079585	0.9798819
ENSG00000006468	161.2312	-0.8587487	0.34160739	7.720571e-05	0.002440378
ENSG00000006530	1282.58	0.03344874	0.08669659	0.5302065	0.85401
ENSG00000006534	1531.903	-0.08585293	0.10070255	0.1500666	0.5242961
ENSG00000006555	0.8257211	-0.01310194	0.26638634	0.4942935	NA
ENSG00000006576	7120.8	0.2040982	0.10890789	0.004758627	0.06371122
ENSG00000006606	68.85523	-1.472461	0.43081625	3.48013e-06	0.0001817035
ENSG00000006607	1935.232	0.05672136	0.08398816	0.2917573	0.6960236
ENSG00000006611	65.80233	-0.02475574	0.14845086	0.6402224	0.9032549
ENSG00000006625	3935.497	0.03020103	0.08049554	0.5597044	0.8696015
ENSG00000006634	3352.156	0.08409844	0.09055444	0.1414365	0.5104883
ENSG00000006638	58.13846	-0.04297335	0.16832408	0.4316092	0.804583
ENSG00000006652	2116.792	-0.003073645	0.08721944	0.9533812	0.9900923
ENSG00000006659	0.202076	0.003429645	0.26629282	0.8250612	NA
ENSG00000006695	603.1089	0.01400175	0.09688608	0.7950972	0.9496179
ENSG00000006704	1220.608	-0.01540441	0.08206659	0.7659849	0.9435597
ENSG00000006712	2445.026	-0.01184579	0.07807559	0.8154683	0.9565588
ENSG00000006715	5165.862	-0.04947502	0.08324097	0.3528034	0.7513966
ENSG00000006740	262.9205	0.0126474	0.11834243	0.8146982	0.956395
ENSG00000006744	1714.835	0.09755502	0.09577194	0.1012277	0.4312063
ENSG00000006747	109.404	-0.3199797	0.37163364	0.01017318	0.1082101
ENSG00000006756	9.804887	-0.4054521	0.79875334	0.001159486	NA
ENSG00000006757	160.9046	0.0160315	0.12200661	0.7663698	0.943751
ENSG00000006788	0.1930539	-0.004731366	0.26660876	0.7606585	NA
ENSG00000006831	10669.44	0.1139652	0.08501385	0.04727052	0.2852668
ENSG00000006837	76.90519	-0.05348182	0.16270051	0.3491976	0.7485544
ENSG00000007001	1.375926	-0.00181997	0.25887325	0.9315566	NA
ENSG00000007038	0.7719725	-0.01031505	0.26674874	0.555944	NA
ENSG00000007047	522.8053	-0.1582409	0.19815402	0.04802374	0.2885118
ENSG00000007062	0.7737951	-0.007108882	0.2650541	0.6852082	NA
ENSG00000007080	882.5572	0.03352548	0.09592918	0.5402479	0.8605768
ENSG00000007129	0.3967661	-0.00111494	0.26596206	0.9427153	NA
ENSG00000007168	5606.227	-0.008852278	0.07309057	0.8576472	0.9653832
ENSG00000007171	78.30432	-0.02070796	0.14466913	0.6948108	0.9200009
ENSG00000007174	29.02554	0.04360819	0.20786209	0.3932214	0.7819715
ENSG00000007202	19106.65	0.07146801	0.07677586	0.1717139	0.5599523
ENSG00000007216	0.8198195	0.005594181	0.26293497	0.765445	NA
ENSG00000007237	727.8439	-0.1198601	0.12430464	0.07416723	0.3667971
ENSG00000007255	43.21816	0.01100429	0.15804982	0.8284186	0.9594586
ENSG00000007264	7.956849	0.0008714868	0.21468295	0.9830765	NA
ENSG00000007306	0.1993118	-0.004814354	0.26662643	0.7566887	NA
ENSG00000007312	0.378292	-0.001418655	0.26599379	0.927118	NA
ENSG00000007314	13.94465	0.07873235	0.30657037	0.09716485	0.4218805
ENSG00000007341	1039.799	0.03492474	0.09300426	0.5211886	0.8498616
ENSG00000007350	1.814607	0.003765336	0.25665808	0.8695255	NA
ENSG00000007372	4.338719	-0.02445555	0.24418309	0.4957771	NA
ENSG00000007376	452.3612	0.0723938	0.14326283	0.236789	0.6387473
ENSG00000007384	891.0631	0.03929906	0.09878815	0.47841	0.831192
ENSG00000007392	2494.203	0.002680602	0.07569337	0.957298	0.9906566
ENSG00000007402	382.4079	-0.1796631	0.1805087	0.02924012	0.2171211
ENSG00000007516	300.1559	0.008575324	0.11930925	0.8732342	0.9713208
ENSG00000007520	1280.103	0.06248379	0.11204094	0.2876929	0.6914369
ENSG00000007541	814.5345	0.04542096	0.09424006	0.411252	0.7924041
ENSG00000007545	1400.555	0.04141516	0.08394933	0.4349665	0.806916
ENSG00000007866	826.4909	-0.02667824	0.09568921	0.6234077	0.8972017
ENSG00000007908	0.1993349	-0.004814996	0.26662656	0.756658	NA
ENSG00000007923	2025.061	-0.05330037	0.08492382	0.3223991	0.7236317
ENSG00000007933	0.1993118	-0.004814354	0.26662643	0.7566887	NA
ENSG00000007944	1082.544	0.03842171	0.09312944	0.4821264	0.8331315
ENSG00000007952	0.9652697	-0.0169526	0.27149246	0.3467922	NA
ENSG00000007968	2016.681	0.1129115	0.10221632	0.07023817	0.3574652
ENSG00000008018	6010.503	-0.06286642	0.081448	0.2390771	0.6410043
ENSG00000008056	87.0354	0.02213504	0.15369627	0.6717469	0.9131427
ENSG00000008083	2096.64	-0.01821845	0.07908247	0.7215232	0.9300903
ENSG00000008086	689.5973	0.02732704	0.10082016	0.618069	0.8961269
ENSG00000008118	0.2212015	-0.005396779	0.26676415	0.7290778	NA
ENSG00000008128	1038.667	0.03141789	0.08823089	0.5569575	0.8678702
ENSG00000008130	785.6278	-0.01405549	0.09607873	0.7940835	0.949355
ENSG00000008196	1.212595	-0.02031558	0.26794724	0.363915	NA
ENSG00000008197	0.1993118	-0.004814354	0.26662643	0.7566887	NA
ENSG00000008226	12.99745	-0.004438498	0.2130694	0.9150914	0.9818032
ENSG00000008256	8989.506	-0.03983581	0.07453262	0.4291852	0.8027882
ENSG00000008277	556.859	-0.02207706	0.10296068	0.6860684	0.9180163
ENSG00000008282	4117.316	-0.02970984	0.07497801	0.5543638	0.8671447
ENSG00000008283	1704.998	-0.186615	0.12010384	0.01131508	0.1164732
ENSG00000008294	7980.336	0.1386136	0.10197053	0.03175479	0.2276145
ENSG00000008300	2112.259	0.099646	0.11409531	0.1153752	0.4607143
ENSG00000008311	956.2891	-0.2955279	0.15139259	0.001400124	0.02613763
ENSG00000008323	0.8694907	-0.01189473	0.2645206	0.5494315	NA
ENSG00000008324	584.1388	-0.002745316	0.0966719	0.9592196	0.9910491
ENSG00000008382	196.7522	0.05939141	0.13663499	0.3135143	0.717101
ENSG00000008394	916.9573	-1.457368	0.15063662	6.886424e-24	6.146625e-21
ENSG00000008405	1641.419	0.05026579	0.08800599	0.3556439	0.7545206
ENSG00000008441	2561.96	0.09609272	0.09826084	0.1092876	0.4490325
ENSG00000008513	5556.837	0.03231825	0.07719631	0.5259936	0.8516217
ENSG00000008516	13.7923	-0.09748836	0.30010105	0.0983086	0.4246721
ENSG00000008517	30.028	-0.1454688	0.30659513	0.05987475	0.3271652
ENSG00000008710	1522.268	0.06005397	0.11480274	0.3059075	0.7090578
ENSG00000008735	2.362569	-0.007863467	0.2475216	0.7866353	NA
ENSG00000008838	1246.142	-0.02756975	0.09419027	0.6110245	0.894235
ENSG00000008853	1457.597	0.05159222	0.09659281	0.3575509	0.7563407
ENSG00000008869	2474.706	0.05393108	0.10222941	0.3440915	0.7441178
ENSG00000008952	7165.505	-0.1144724	0.09471917	0.05869308	0.3235715
ENSG00000008988	50877.77	-0.004137925	0.08414649	0.9366189	0.9859375
ENSG00000009307	85841.37	0.04700977	0.08083881	0.3705559	0.7662413
ENSG00000009335	2578.697	0.06676826	0.09048432	0.2331411	0.6345284
ENSG00000009413	3360.474	0.00666502	0.07829244	0.8955353	0.976688
ENSG00000009694	19.29296	-0.03645061	0.20565827	0.4601483	0.8210433
ENSG00000009709	448.5156	-1.17298	0.19352503	3.063036e-11	5.080845e-09
ENSG00000009724	7.167082	-0.035083	0.24140727	0.3958049	NA
ENSG00000009765	13.52476	0.002420871	0.2285267	0.9475712	0.9882748
ENSG00000009780	519.7567	0.04706424	0.11373658	0.4096789	0.7919248
ENSG00000009790	1.388749	0.005647039	0.25577227	0.8124731	NA
ENSG00000009830	2966.355	-0.04263685	0.0794825	0.4118026	0.7928596
ENSG00000009844	5401.13	0.01813541	0.08147178	0.7256553	0.9315473
ENSG00000009950	2.790605	-0.05478058	0.30244956	0.09542855	NA
ENSG00000009954	18593.09	0.0637534	0.07851386	0.2249312	0.6235927
ENSG00000010017	2211.078	0.02081293	0.07665303	0.6804239	0.9152432
ENSG00000010030	14.64158	-0.0132662	0.19897002	0.7709618	0.9450356
ENSG00000010072	1558.956	0.1045972	0.10519863	0.09296989	0.4116741
ENSG00000010165	1897.841	0.03702976	0.08474273	0.4850435	0.8347199
ENSG00000010219	726.13	0.02643958	0.10326317	0.6300351	0.8983368
ENSG00000010244	14940.82	0.09426013	0.08399942	0.09171819	0.409033
ENSG00000010256	6330.069	-0.06715212	0.08331784	0.2150438	0.6116139
ENSG00000010270	3223.037	-0.07406442	0.09324378	0.1948856	0.5906618
ENSG00000010278	9328.586	0.03337577	0.07433225	0.5056906	0.8425377
ENSG00000010282	1.376678	0.01136523	0.26150509	0.6003136	NA
ENSG00000010292	31786.15	0.06300239	0.07846616	0.230013	0.6314904
ENSG00000010295	53.85074	-0.0052911	0.15030592	0.9177124	0.9819617
ENSG00000010310	29.81027	-0.05446339	0.20286538	0.3201176	0.7219408
ENSG00000010318	420.396	0.0375577	0.10575564	0.5012078	0.841512
ENSG00000010319	177.8225	0.06471632	0.15076854	0.2785992	0.6822783
ENSG00000010322	1908.571	-0.01499091	0.08507194	0.7746509	0.9456542
ENSG00000010327	4.11052	0.02260964	0.24264895	0.5273086	NA
ENSG00000010361	229.1618	-0.01369391	0.11949406	0.7996555	0.9511227
ENSG00000010379	10.68048	0.005076118	0.20689482	0.906376	NA
ENSG00000010404	10180.24	-0.09565142	0.08348994	0.0865346	0.3964812
ENSG00000010539	833.7417	0.0385676	0.09269481	0.4800035	0.8315556
ENSG00000010610	6.90615	-0.05543171	0.27116719	0.1977032	NA
ENSG00000010626	1406.968	0.1829779	0.12285897	0.01334973	0.1298533
ENSG00000010671	7.494569	0.03868442	0.24687203	0.3491483	NA
ENSG00000010704	1.270793	-0.007751328	0.25646638	0.7448166	NA
ENSG00000010803	1738.768	-0.043499	0.08435409	0.4138953	0.7934193
ENSG00000010810	826.4032	-0.175294	0.14206135	0.02241115	0.1840622
ENSG00000010818	1973.16	-0.05254171	0.08353522	0.3257993	0.7269113
ENSG00000010932	0.1993118	-0.004814354	0.26662643	0.7566887	NA
ENSG00000011007	3574.201	-0.06485014	0.0806589	0.2233499	0.6223384
ENSG00000011009	681.3975	-0.0407764	0.11380884	0.4696687	0.8262912
ENSG00000011021	1566.294	-0.02137351	0.09033792	0.6891149	0.9187929
ENSG00000011028	9087.682	-0.01013172	0.08837552	0.84793	0.9638201
ENSG00000011052	66.03778	0.02434724	0.15367264	0.6429262	0.9044588
ENSG00000011083	0.1930539	-0.004731366	0.26660876	0.7606585	NA
ENSG00000011105	1658.136	0.06267575	0.0957486	0.2697215	0.6739022
ENSG00000011114	2647.876	-0.1254129	0.09769261	0.04396366	0.2743192
ENSG00000011132	82.67249	0.09326983	0.21654285	0.1520603	0.5274275
ENSG00000011143	1206.018	-0.0544101	0.09692703	0.3341921	0.7337586
ENSG00000011198	1617.377	-0.01045308	0.08329756	0.8404781	0.9622478
ENSG00000011201	2180.105	0.09499354	0.10589363	0.1222746	0.4746147
ENSG00000011243	1095.738	-0.0264167	0.08963593	0.6215567	0.8966581
ENSG00000011258	1860.673	0.1330357	0.11444534	0.04693937	0.2839999
ENSG00000011260	3336.876	0.06305382	0.09084961	0.2587642	0.6632402
ENSG00000011275	9496.628	0.01176195	0.06908466	0.8068349	0.95319
ENSG00000011295	980.5136	0.2623574	0.15881897	0.003744974	0.05383113
ENSG00000011304	12003.59	0.04384624	0.08450524	0.4106351	0.7923904
ENSG00000011332	95.3222	-0.0219041	0.14103611	0.6804069	0.9152432
ENSG00000011347	293.0179	0.09342107	0.14659137	0.1508399	0.5258215
ENSG00000011376	2088.95	0.007237662	0.080473	0.8877724	0.9759823
ENSG00000011405	12190.77	0.04669384	0.08097513	0.3739959	0.7687789
ENSG00000011422	1128.275	-0.1586754	0.12144605	0.02560651	0.2008236
ENSG00000011426	37766.61	0.06960036	0.08653669	0.2073113	0.6029775
ENSG00000011451	951.7978	0.1299593	0.13684383	0.06352034	0.3376703
ENSG00000011454	2710.536	0.03001976	0.07691892	0.5547308	0.8674292
ENSG00000011465	5.003473	-0.01135849	0.23822701	0.7393745	NA
ENSG00000011478	208.223	-0.06219065	0.1429678	0.2947423	0.6984387
ENSG00000011485	2037.893	-0.01870453	0.08043836	0.7162167	0.9286639
ENSG00000011523	1556.106	0.06451486	0.0933345	0.2531859	0.6574695
ENSG00000011566	3564.254	-0.04791939	0.08807321	0.3775086	0.7704726
ENSG00000011590	0.1993118	-0.004814354	0.26662643	0.7566887	NA
ENSG00000011600	0.1993118	-0.004814354	0.26662643	0.7566887	NA
ENSG00000011638	385.9172	-0.03624667	0.11119644	0.5167354	0.8469472
ENSG00000011677	1062.053	0.04411351	0.09130735	0.4200416	0.7983904
ENSG00000012048	9911.666	0.03483248	0.0772161	0.4949915	0.8386753
ENSG00000012061	1719.414	-0.04554445	0.09498247	0.4110061	0.7923904
ENSG00000012124	30.52055	0.01383883	0.1781991	0.7767849	0.9461966
ENSG00000012171	474.8451	-0.02914224	0.11037714	0.5979852	0.8879534
ENSG00000012174	1231.965	-0.002559665	0.08269756	0.9605436	0.9913787
ENSG00000012211	355.7994	-0.1164322	0.14804042	0.0916793	0.4089569
ENSG00000012223	5.385931	-0.00438168	0.22473173	0.9087401	NA
ENSG00000012232	4126.503	-0.07348848	0.0952199	0.2013877	0.5964889
ENSG00000012504	1.83112	0.005838682	0.25226359	0.8224354	NA
ENSG00000012660	11518.66	-0.01384192	0.07065955	0.7759717	0.9458983
ENSG00000012779	614.6862	-0.04222232	0.10370764	0.4517545	0.8172653
ENSG00000012822	1189.42	-0.01196188	0.09620932	0.8240581	0.9588893
ENSG00000012963	2556.469	-0.04590027	0.08237114	0.385193	0.7759188
ENSG00000012983	5463.765	0.04821977	0.0752501	0.3432919	0.7433535
ENSG00000013016	910.4956	-0.02499685	0.08717791	0.6374349	0.901946
ENSG00000013275	3159.674	-0.1251792	0.09663984	0.0432796	0.2718609
ENSG00000013288	1368.781	0.05767594	0.09138856	0.2994849	0.7031721
ENSG00000013293	6.177317	-0.1267592	0.47270261	0.006436231	NA
ENSG00000013297	11.64615	-0.0244102	0.20926899	0.5927263	NA
ENSG00000013306	4263.844	0.05313393	0.09631795	0.3440109	0.7441178
ENSG00000013364	2969.66	-0.5485598	0.13746257	6.95025e-07	4.555087e-05
ENSG00000013374	838.1621	-0.009986376	0.10369157	0.8536574	0.9646575
ENSG00000013375	2578.106	-0.08697256	0.10230186	0.1475556	0.5198536
ENSG00000013392	214.6919	-0.02737711	0.12381764	0.6173718	0.8961269
ENSG00000013441	1958.604	-0.1128066	0.09909774	0.06704953	0.3471758
ENSG00000013503	1191.643	0.0453721	0.09050921	0.406307	0.7901251
ENSG00000013523	1299.645	-0.01632334	0.08374208	0.7541798	0.9408931
ENSG00000013561	1705.265	0.04110855	0.08168109	0.4334057	0.8060881
ENSG00000013563	1181.755	-0.01598589	0.08544219	0.7605456	0.9430519
ENSG00000013573	3533.097	0.09038641	0.09301712	0.1209253	0.4723453
ENSG00000013583	1172.856	0.02841905	0.08562692	0.590907	0.8838591
ENSG00000013588	10330.06	-0.5822094	0.13167234	1.315574e-07	1.018972e-05
ENSG00000013619	1014.553	0.04228727	0.08942429	0.4357493	0.8074286
ENSG00000013725	1.195871	-0.02182364	0.2744913	0.2662665	NA
ENSG00000013810	3501.476	0.007098145	0.0721107	0.8849241	0.9751876
ENSG00000014123	2439.639	-0.07866994	0.09396185	0.1723032	0.5607033
ENSG00000014138	2188.522	0.09084989	0.09433717	0.1213669	0.4727559
ENSG00000014164	688.6441	0.04720333	0.11697475	0.4089863	0.7913739
ENSG00000014216	2611.568	0.05314379	0.08932573	0.3327838	0.7327263
ENSG00000014257	0.5630286	-0.0007070662	0.26580773	0.9639234	NA
ENSG00000014641	7197.936	0.005739595	0.07311662	0.9073941	0.9797443
ENSG00000014824	7207.11	0.05721072	0.08660863	0.2937653	0.6977997
ENSG00000014914	770.4176	-0.1327386	0.12989668	0.05622586	0.3155382
ENSG00000014919	1361.716	-0.05556891	0.09275132	0.3185766	0.7201203
ENSG00000015133	9.229526	0.05955711	0.25990908	0.21567	NA
ENSG00000015153	1115.844	-0.01610235	0.08620181	0.7594859	0.942394
ENSG00000015171	2566.993	0.01535027	0.08404242	0.7685724	0.944508
ENSG00000015285	3.351626	-0.01506201	0.24198445	0.6528175	NA
ENSG00000015413	0.7972472	-0.01339352	0.27008706	0.4221776	NA
ENSG00000015475	565.5271	-0.03607086	0.12009598	0.5184199	0.8476323
ENSG00000015479	33093.75	-0.08090696	0.08830387	0.1512355	0.5264175
ENSG00000015520	6.037628	0.001623205	0.22279173	0.9665677	NA
ENSG00000015532	1243.992	-0.04472364	0.10093615	0.4251316	0.8009368
ENSG00000015568	2799.961	0.7402804	0.17319425	4.816801e-07	3.34393e-05
ENSG00000015592	3.791327	0.03367895	0.25776272	0.3365537	NA
ENSG00000015676	4981.885	0.06775851	0.08450076	0.2140354	0.6097527
ENSG00000016082	5.128958	0.003274757	0.22914334	0.9287696	NA
ENSG00000016391	162.1096	0.03354864	0.12939055	0.5436622	0.8616155
ENSG00000016402	27.59559	-0.04006158	0.19250365	0.4405776	0.8096262
ENSG00000016602	1.126629	0.008969636	0.26360662	0.6420523	NA
ENSG00000016864	2403.422	0.09513799	0.09177731	0.1026741	0.4342675
ENSG00000017260	7499.131	0.04101729	0.07981144	0.4300467	0.8032681
ENSG00000017427	1.783973	-0.03455425	0.28000185	0.1883235	NA
ENSG00000017483	20.64612	-0.06301318	0.22907766	0.2494704	0.6524944
